Resource Name,Project Name,Task Name,HOMEGROUP,Resource Security Group,PRIMARY_BL,DEPT_COUNTRY,DEMAND_TYPE,="Oct 25",="Nov 25",="Dec 25",="Jan 26",="Feb 26",="Mar 26",="Apr 26",="May 26",="Jun 26",="Jul 26",="Aug 26",="Sep 26",="Oct 26",="Nov 26",="Dec 26",="Jan 27",="Feb 27",="Mar 27",="Apr 27",="May 27",="Jun 27",="Jul 27",="Aug 27",="Sep 27",="Oct 27",="Nov 27",="Dec 27",="Jan 28",="Feb 28",="Mar 28",="Apr 28",="May 28",="Jun 28",="Jul 28",="Aug 28",="Sep 28",="Oct 28",="Nov 28",="Dec 28",="Jan 29",="Feb 29",="Mar 29",="Apr 29",="May 29",="Jun 29",="Jul 29",="Aug 29",="Sep 29",
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,19184 - CBN_MC_Evros_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,1.75,1.25,1.25,1.75,1.25,1.25,0.75,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,19184 - CBN_MC_Evros_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,1.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,19184 - CBN_MC_Evros_HW,Generic,CNE-PE and Arch,CNE,MC,US,Staffed,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,20129 - CBN_MC_Ganges_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,20129 - CBN_MC_Ganges_HW,Generic,CNE-PE and Arch,CNE,MC,US,Staffed,1.00,1.00,1.00,0.40,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,,,,,,,,,,,,,,,,,,,,,,,,,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,21590 - CBN_MC_Orne_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,2.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,21590 - CBN_MC_Orne_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,1.50,1.25,1.25,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,21590 - CBN_MC_Orne_HW,Generic,CNE-PE and Arch,CNE,MC,US,Staffed,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,,,,,,,,,,,,,,,,,,,,,,,,,
CNE-PE and Arch Technology_11977_India-BDC_Connectivity Shared_Staffed,21149 - CBN_WIN_Marina_HW,Generic,CNE-PE and Arch,CNE,WIN,India,Staffed,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,23136 - CBN_CCW_Cologne_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,9.00,7.00,5.00,2.50,1.50,2.50,1.50,1.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS DVT_58316_X_Taiwan_Connectivity Shared_Staffed,23136 - CBN_CCW_Cologne_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,3.00,2.00,1.50,1.50,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,23136 - CBN_CCW_Cologne_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,4.50,4.50,3.00,3.00,2.00,2.00,2.00,0.50,0.50,0.50,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,23136 - CBN_CCW_Cologne_HW,Generic,CNE-PE and Arch,CNE,CCW,US,Staffed,0.40,0.30,0.30,0.40,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,23804 - CBN_MC_Cologne_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,5.50,5.50,5.50,8.00,7.50,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,23804 - CBN_MC_Cologne_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,23511 - CBN_CCW_Ganges_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS DVT_58316_X_Taiwan_Connectivity Shared_Staffed,23511 - CBN_CCW_Ganges_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,1.00,1.00,1.00,1.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,23511 - CBN_CCW_Ganges_HW,Generic,CNE-HWS,CNE,CCW,Taiwan,Staffed,1.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,
CNE-HWS System_77963_X_India-CDC_Connectivity Shared_Staffed,23302 - Themisto - HW,Generic,CNE-HWS,CNE,Wearables,India,Staffed,4.50,4.50,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_77963_X_India-CDC_Connectivity Shared_Staffed,23302 - Themisto - HW,Generic,CNE-HWS,CNE,Wearables,India,Staffed,7.00,7.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_77963_X_India-CDC_Connectivity Shared_Staffed,23302 - Themisto - HW,Generic,CNE-HWS,CNE,Wearables,India,Staffed,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,23302 - Themisto - HW,Generic,CNE-HWS,CNE,Wearables,Taiwan,Staffed,5.00,3.00,3.00,2.00,1.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,23302 - Themisto - HW,Generic,CNE-PE and Arch,CNE,Wearables,US,Staffed,0.40,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.20,0.20,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,22.00,22.00,22.00,20.00,20.00,19.00,13.50,12.75,13.25,13.25,12.25,11.75,10.25,8.25,5.25,6.00,6.00,6.00,4.50,4.50,4.50,4.00,2.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_58316_X_Taiwan_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,2.00,2.00,2.00,1.50,3.00,2.50,2.50,2.50,3.00,3.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,1.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,Taiwan,Staffed,7.00,6.50,6.00,4.50,4.50,2.50,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_50336_X_US_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,US,Staffed,6.00,8.00,8.00,8.00,8.00,7.00,7.00,7.00,6.50,6.50,4.50,4.50,1.50,1.00,1.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_50336_X_US_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,US,Staffed,28.00,37.33,35.83,34.83,33.83,32.83,32.83,32.33,28.33,27.33,21.33,14.33,5.00,5.00,4.00,4.00,3.00,3.00,1.50,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_50336_X_US_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,US,Staffed,2.50,3.25,3.25,3.25,3.25,2.25,2.25,2.25,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-PE and Arch,CNE,MC,US,Staffed,1.80,2.00,2.00,2.10,2.10,2.10,2.00,2.00,1.90,1.80,1.70,1.60,1.50,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.40,1.10,1.10,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-PE and Arch Technology_50706_X_US_Connectivity Shared_Staffed,22254 - CBN_MC_Congo_HW,Management,CNE-PE and Arch,CNE,MC,US,Staffed,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.70,0.70,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_55708_South Korea_MC_Staffed,22254 - CBN_MC_Congo_HW,Generic,CNE-HWS,CNE,MC,South Korea,Staffed,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_77963_X_India-CDC_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,1.00,1.00,1.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_77963_X_India-CDC_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,6.75,7.00,8.00,7.75,8.25,7.75,7.75,7.25,7.00,5.50,5.75,6.00,3.00,2.75,2.75,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_77963_X_India-CDC_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_58316_X_Taiwan_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,Taiwan,Staffed,7.00,6.00,5.00,2.50,2.50,2.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_58316_X_Taiwan_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,Taiwan,Staffed,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_58316_X_Taiwan_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-HWS,CNE,WIN,Taiwan,Staffed,1.50,3.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-PE and Arch Technology_11977_India-BDC_Connectivity Shared_Staffed,21969 - CBN_WIN_Juhu_HW,Generic,CNE-PE and Arch,CNE,WIN,India,Staffed,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_77963_X_India-CDC_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,14.25,15.75,22.75,23.75,25.25,23.75,22.75,19.25,14.00,13.50,13.50,13.50,7.00,5.50,4.00,4.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_77963_X_India-CDC_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,6.25,6.00,7.50,7.50,8.50,7.50,6.50,5.00,4.75,5.00,5.25,5.25,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_77963_X_India-CDC_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,0.50,0.50,5.00,4.50,4.50,4.50,4.00,3.50,3.25,3.75,3.25,3.25,2.50,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_50336_X_US_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,US,Staffed,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS System_50336_X_US_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,US,Staffed,4.00,4.83,4.83,6.83,7.83,7.83,7.83,7.83,7.83,7.83,9.83,9.83,9.00,9.00,9.00,9.00,9.00,9.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS DVT_50336_X_US_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-HWS,CNE,WIN,US,Staffed,0.50,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,2.00,2.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-PE and Arch Technology_11977_India-BDC_Connectivity Shared_Staffed,22256 - CBN_WIN_Trestles_HW,Generic,CNE-PE and Arch,CNE,WIN,India,Staffed,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
CNE-HWS RF and Board Design_77963_X_India-CDC_Connectivity Shared_Staffed,24128 - CBN_WIN_Huntington_HW,Generic,CNE-HWS,CNE,WIN,India,Staffed,0.50,0.50,0.50,0.75,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
